sample_id	tissue
GTEX-WFG8-0626-SM-3GILJ	Heart - Left Ventricle
GTEX-WFG8-0726-SM-3GILP	Heart - Atrial Appendage
GTEX-WFG8-0826-SM-4LVN5	Artery - Aorta
GTEX-WFG8-0926-SM-3GIKJ	Lung
GTEX-WFG8-1026-SM-4LVMZ	Esophagus - Muscularis
GTEX-WFG8-1126-SM-4LVN1	Esophagus - Gastroesophageal Junction
GTEX-WFG8-1226-SM-4V6EI	Esophagus - Mucosa
GTEX-WFG8-1326-SM-4LVN3	Stomach
GTEX-WFG8-1626-SM-4LVMB	Small Intestine - Terminal Ileum
GTEX-WFG8-1726-SM-4LVM6	Colon - Sigmoid
GTEX-WFG8-1826-SM-4LVM4	Prostate
GTEX-WFG8-1926-SM-4LVM1	Testis
GTEX-WFG8-2026-SM-EXOHO	Breast - Mammary Tissue
GTEX-WFG8-2126-SM-3GIKQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-WFG8-2226-SM-3GIL9	Skin - Sun Exposed (Lower leg)
GTEX-WFG8-2326-SM-DIPDX	Adipose - Subcutaneous
GTEX-WFG8-2426-SM-3GILL	Muscle - Skeletal
GTEX-WFG8-2526-SM-3GILR	Nerve - Tibial
GTEX-WFJO-0002-SM-3P61X	Cells - EBV-transformed lymphocytes
GTEX-WFJO-0005-SM-3GIKY	Whole Blood
GTEX-WFJO-0008-SM-4LVN7	Cells - Cultured fibroblasts
GTEX-WFJO-0226-SM-3GIKW	Thyroid
GTEX-WFJO-0326-SM-3GIL3	Lung
GTEX-WFJO-0426-SM-4LVM7	Esophagus - Gastroesophageal Junction
GTEX-WFJO-0626-SM-4LVMC	Pancreas
GTEX-WFJO-0726-SM-4LVM8	Esophagus - Muscularis
GTEX-WFJO-0826-SM-4LVM5	Esophagus - Mucosa
GTEX-WFJO-0926-SM-4LVM2	Small Intestine - Terminal Ileum
GTEX-WFJO-1026-SM-3GIKL	Adipose - Visceral (Omentum)
GTEX-WFJO-1126-SM-4LVLZ	Stomach
GTEX-WFJO-1926-SM-3GILA	Adipose - Subcutaneous
GTEX-WFJO-2026-SM-4LVM3	Minor Salivary Gland
GTEX-WFON-0001-SM-3P61W	Cells - EBV-transformed lymphocytes
GTEX-WFON-0005-SM-3NMC9	Whole Blood
GTEX-WFON-0126-SM-4LVM9	Spleen
GTEX-WFON-0226-SM-3GIKR	Heart - Atrial Appendage
GTEX-WFON-0326-SM-3GIKX	Heart - Left Ventricle
GTEX-WFON-0426-SM-3GIL4	Lung
GTEX-WFON-0526-SM-4LVLY	Artery - Aorta
GTEX-WFON-0626-SM-4LVLX	Pancreas
GTEX-WFON-0826-SM-4LVMI	Esophagus - Mucosa
GTEX-WFON-0926-SM-4LVMK	Esophagus - Muscularis
GTEX-WFON-1026-SM-4LVMD	Esophagus - Gastroesophageal Junction
GTEX-WFON-1126-SM-4LVMA	Stomach
GTEX-WFON-1226-SM-3TW8F	Adipose - Visceral (Omentum)
GTEX-WFON-1326-SM-4LVMN	Colon - Sigmoid
GTEX-WFON-1426-SM-4LVMT	Colon - Transverse
GTEX-WFON-1526-SM-4LVMP	Small Intestine - Terminal Ileum
GTEX-WFON-1626-SM-4LVMV	Prostate
GTEX-WFON-1726-SM-4LVMQ	Liver
GTEX-WFON-1826-SM-3GILG	Breast - Mammary Tissue
GTEX-WFON-1926-SM-3LK7L	Skin - Not Sun Exposed (Suprapubic)
GTEX-WFON-2026-SM-4LVMW	Testis
GTEX-WFON-2126-SM-3LK7O	Skin - Sun Exposed (Lower leg)
GTEX-WFON-2226-SM-3TW8W	Adipose - Subcutaneous
GTEX-WFON-2326-SM-3LK7M	Muscle - Skeletal
GTEX-WFON-2526-SM-3LK7P	Artery - Tibial
GTEX-WH7G-0002-SM-4LVN9	Cells - EBV-transformed lymphocytes
GTEX-WH7G-0005-SM-3NMBX	Whole Blood
GTEX-WH7G-0008-SM-4LVNM	Cells - Cultured fibroblasts
GTEX-WH7G-0326-SM-3NMBH	Heart - Atrial Appendage
GTEX-WH7G-0426-SM-3NMBJ	Heart - Left Ventricle
GTEX-WH7G-0526-SM-3NMBI	Thyroid
GTEX-WH7G-0626-SM-4LVMO	Artery - Aorta
GTEX-WH7G-0726-SM-3NMBM	Lung
GTEX-WH7G-0826-SM-4LVMR	Pancreas
GTEX-WH7G-0926-SM-4LVMJ	Esophagus - Mucosa
GTEX-WH7G-1026-SM-4LVML	Esophagus - Muscularis
GTEX-WH7G-1126-SM-3NMBK	Adipose - Visceral (Omentum)
GTEX-WH7G-1326-SM-4LVMS	Colon - Transverse
GTEX-WH7G-1426-SM-4LVMU	Colon - Sigmoid
GTEX-WH7G-1526-SM-4LVMX	Stomach
GTEX-WH7G-1626-SM-4LVMY	Small Intestine - Terminal Ileum
GTEX-WH7G-1726-SM-4LVKY	Prostate
GTEX-WH7G-1926-SM-4LVMM	Testis
GTEX-WH7G-2026-SM-3NMBL	Skin - Not Sun Exposed (Suprapubic)
GTEX-WH7G-2126-SM-4M1XU	Minor Salivary Gland
GTEX-WH7G-2226-SM-3NMBN	Adipose - Subcutaneous
GTEX-WH7G-2326-SM-3NMBC	Skin - Sun Exposed (Lower leg)
GTEX-WH7G-2626-SM-3NMBE	Nerve - Tibial
GTEX-WHPG-0004-SM-3NMDO	Cells - EBV-transformed lymphocytes
GTEX-WHPG-0006-SM-3NMBV	Whole Blood
GTEX-WHPG-0008-SM-4M1ZQ	Cells - Cultured fibroblasts
GTEX-WHPG-0226-SM-3NMB9	Thyroid
GTEX-WHPG-0326-SM-4M1XV	Pancreas
GTEX-WHPG-0426-SM-4M1XW	Stomach
GTEX-WHPG-0626-SM-3NMBD	Adipose - Visceral (Omentum)
GTEX-WHPG-0726-SM-4M1XX	Artery - Coronary
GTEX-WHPG-0826-SM-3NMBF	Heart - Left Ventricle
GTEX-WHPG-0926-SM-4M1XY	Artery - Aorta
GTEX-WHPG-1026-SM-3NMBA	Heart - Atrial Appendage
GTEX-WHPG-1126-SM-4M1XT	Esophagus - Mucosa
GTEX-WHPG-1226-SM-4M1ZI	Esophagus - Muscularis
GTEX-WHPG-1426-SM-3NMBB	Lung
GTEX-WHPG-1526-SM-4M1ZK	Adrenal Gland
GTEX-WHPG-1626-SM-4M1ZL	Colon - Sigmoid
GTEX-WHPG-2126-SM-4M1ZM	Adipose - Subcutaneous
GTEX-WHPG-2226-SM-3NMBO	Muscle - Skeletal
GTEX-WHPG-2326-SM-3NMBP	Artery - Tibial
GTEX-WHPG-2626-SM-3NMBR	Skin - Not Sun Exposed (Suprapubic)
GTEX-WHSB-0002-SM-4M1ZR	Cells - EBV-transformed lymphocytes
GTEX-WHSB-0005-SM-3LK7C	Whole Blood
GTEX-WHSB-0008-SM-4M1ZP	Cells - Cultured fibroblasts
GTEX-WHSB-0226-SM-4M1XE	Artery - Aorta
GTEX-WHSB-0326-SM-5FQSD	Lung
GTEX-WHSB-0426-SM-4M1XI	Esophagus - Mucosa
GTEX-WHSB-0526-SM-4M1XM	Esophagus - Muscularis
GTEX-WHSB-0726-SM-4M1XQ	Pancreas
GTEX-WHSB-0926-SM-4M1XJ	Colon - Transverse
GTEX-WHSB-1026-SM-4M1XN	Small Intestine - Terminal Ileum
GTEX-WHSB-1226-SM-4M1XR	Stomach
GTEX-WHSB-1326-SM-3LK6W	Skin - Not Sun Exposed (Suprapubic)
GTEX-WHSB-1626-SM-3LK6J	Thyroid
GTEX-WHSB-1826-SM-3TW8M	Muscle - Skeletal
GTEX-WHSB-1926-SM-EXOHH	Breast - Mammary Tissue
GTEX-WHSB-2026-SM-3LK6H	Nerve - Tibial
GTEX-WHSB-2126-SM-4M1XF	Testis
GTEX-WHSB-2326-SM-4M1XK	Minor Salivary Gland
GTEX-WHSE-0006-SM-3NMBW	Whole Blood
GTEX-WHSE-0008-SM-4M1ZO	Cells - Cultured fibroblasts
GTEX-WHSE-0011-R10A-SM-EYYVG	Brain - Frontal Cortex (BA9)
GTEX-WHSE-0011-R11A-SM-3P5YY	Brain - Cerebellar Hemisphere
GTEX-WHSE-0011-R1A-SM-3P5ZK	Brain - Hippocampus
GTEX-WHSE-0011-R2A-SM-3P5ZL	Brain - Substantia nigra
GTEX-WHSE-0011-R3A-SM-3P5ZM	Brain - Anterior cingulate cortex (BA24)
GTEX-WHSE-0011-R4A-SM-3P5ZN	Brain - Amygdala
GTEX-WHSE-0011-R6A-SM-3P5ZP	Brain - Nucleus accumbens (basal ganglia)
GTEX-WHSE-0011-R7A-SM-3P5YZ	Brain - Putamen (basal ganglia)
GTEX-WHSE-0011-R8A-SM-3P5Z1	Brain - Hypothalamus
GTEX-WHSE-0126-SM-3NMBT	Skin - Not Sun Exposed (Suprapubic)
GTEX-WHSE-0426-SM-4M1XO	Testis
GTEX-WHSE-0526-SM-5GZZD	Muscle - Skeletal
GTEX-WHSE-0626-SM-4RGNF	Thyroid
GTEX-WHSE-0726-SM-4RTXA	Artery - Coronary
GTEX-WHSE-0826-SM-4SOJU	Heart - Atrial Appendage
GTEX-WHSE-0926-SM-3NMBS	Heart - Left Ventricle
GTEX-WHSE-1026-SM-57WAX	Nerve - Tibial
GTEX-WHSE-1126-SM-3NMBU	Artery - Tibial
GTEX-WHSE-1426-SM-4M1XG	Esophagus - Gastroesophageal Junction
GTEX-WHSE-1526-SM-4M1XH	Esophagus - Mucosa
GTEX-WHSE-1626-SM-4M1XL	Esophagus - Muscularis
GTEX-WHSE-2726-SM-EZ6ML	Colon - Sigmoid
GTEX-WHSE-2926-SM-3NMBG	Brain - Cerebellum
GTEX-WHSE-3026-SM-3P5ZH	Brain - Cortex
GTEX-WHSE-3126-SM-3P5ZI	Pituitary
GTEX-WHWD-0003-SM-4M1ZS	Cells - EBV-transformed lymphocytes
GTEX-WHWD-0005-SM-3LK7D	Whole Blood
GTEX-WHWD-0008-SM-4OOSU	Cells - Cultured fibroblasts
GTEX-WHWD-0126-SM-4OORS	Spleen
GTEX-WHWD-0226-SM-4OORT	Artery - Coronary
GTEX-WHWD-0326-SM-3LK6L	Heart - Atrial Appendage
GTEX-WHWD-0426-SM-3LK83	Heart - Left Ventricle
GTEX-WHWD-0526-SM-4OORW	Artery - Aorta
GTEX-WHWD-0726-SM-4OORX	Pancreas
GTEX-WHWD-0826-SM-3LK6R	Adipose - Visceral (Omentum)
GTEX-WHWD-0926-SM-4OORY	Esophagus - Mucosa
GTEX-WHWD-1026-SM-4OORZ	Esophagus - Muscularis
GTEX-WHWD-1226-SM-4OOS1	Colon - Transverse
GTEX-WHWD-1426-SM-4OORU	Stomach
GTEX-WHWD-1526-SM-4OORV	Colon - Sigmoid
GTEX-WHWD-1826-SM-3LK6I	Skin - Not Sun Exposed (Suprapubic)
GTEX-WHWD-2326-SM-3LK6Q	Nerve - Tibial
GTEX-WHWD-2426-SM-3LK6S	Artery - Tibial
GTEX-WI4N-0005-SM-3LK7E	Whole Blood
GTEX-WI4N-0008-SM-4OOSV	Cells - Cultured fibroblasts
GTEX-WI4N-0126-SM-EAZB1	Artery - Tibial
GTEX-WI4N-0626-SM-3TW8Z	Heart - Left Ventricle
GTEX-WI4N-0726-SM-3TW93	Heart - Atrial Appendage
GTEX-WI4N-1026-SM-3LK7N	Skin - Sun Exposed (Lower leg)
GTEX-WI4N-1126-SM-3LK7Q	Adipose - Subcutaneous
GTEX-WI4N-1426-SM-3LK7H	Breast - Mammary Tissue
GTEX-WI4N-1526-SM-EZ6LG	Adipose - Visceral (Omentum)
GTEX-WI4N-1826-SM-4OOSF	Pancreas
GTEX-WI4N-2226-SM-4OOS9	Colon - Sigmoid
GTEX-WI4N-2426-SM-4OOSC	Uterus
GTEX-WI4N-2526-SM-4OOSE	Ovary
GTEX-WI4N-2726-SM-3LK7Y	Skin - Not Sun Exposed (Suprapubic)
GTEX-WK11-0006-SM-3NB3J	Whole Blood
GTEX-WK11-0008-SM-4OOSX	Cells - Cultured fibroblasts
GTEX-WK11-0326-SM-4OOS6	Testis
GTEX-WK11-0526-SM-3NB3O	Lung
GTEX-WK11-0626-SM-3NMAV	Heart - Atrial Appendage
GTEX-WK11-0826-SM-EZ6LH	Heart - Left Ventricle
GTEX-WK11-0926-SM-3NMAU	Thyroid
GTEX-WK11-1026-SM-4OOS8	Esophagus - Mucosa
GTEX-WK11-1126-SM-4OOSJ	Esophagus - Muscularis
GTEX-WK11-1226-SM-EAZ2V	Esophagus - Gastroesophageal Junction
GTEX-WK11-1326-SM-4OOSI	Liver
GTEX-WK11-2426-SM-3NMAA	Adipose - Visceral (Omentum)
GTEX-WK11-2526-SM-3NM9Y	Muscle - Skeletal
GTEX-WK11-2626-SM-4OOSK	Prostate
GTEX-WK11-2726-SM-3NMAQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-WL46-0006-SM-4OOS5	Whole Blood
GTEX-WL46-0008-SM-4OOSW	Cells - Cultured fibroblasts
GTEX-WL46-0011-R10A-SM-3MJFQ	Brain - Frontal Cortex (BA9)
GTEX-WL46-0011-R11A-SM-3MJFT	Brain - Cerebellar Hemisphere
GTEX-WL46-0011-R1A-SM-3LK6M	Brain - Hippocampus
GTEX-WL46-0011-R3A-SM-3TW8E	Brain - Anterior cingulate cortex (BA24)
GTEX-WL46-0011-R5A-SM-3LK6V	Brain - Caudate (basal ganglia)
GTEX-WL46-0011-R6A-SM-3LK6X	Brain - Nucleus accumbens (basal ganglia)
GTEX-WL46-0011-R7A-SM-3LK7X	Brain - Putamen (basal ganglia)
GTEX-WL46-0011-R9A-SM-3MJFP	Brain - Spinal cord (cervical c-1)
GTEX-WL46-0126-SM-3TW8I	Thyroid
GTEX-WL46-0326-SM-3LK6Y	Adipose - Subcutaneous
GTEX-WL46-0426-SM-3TW8J	Nerve - Tibial
GTEX-WL46-0526-SM-3LK7W	Artery - Tibial
GTEX-WL46-0626-SM-3LK7R	Muscle - Skeletal
GTEX-WL46-0726-SM-3LK5Z	Heart - Atrial Appendage
GTEX-WL46-0926-SM-3LK7T	Heart - Left Ventricle
GTEX-WL46-2026-SM-3LK7U	Adipose - Visceral (Omentum)
GTEX-WL46-2826-SM-3LK81	Brain - Cerebellum
GTEX-WL46-2926-SM-3LK82	Brain - Cortex
GTEX-WL46-3026-SM-3LK7Z	Pituitary
GTEX-WOFL-0006-SM-3TW8K	Whole Blood
GTEX-WOFL-0008-SM-4OOSZ	Cells - Cultured fibroblasts
GTEX-WOFL-0126-SM-3MJG2	Skin - Sun Exposed (Lower leg)
GTEX-WOFL-0626-SM-3MJG3	Muscle - Skeletal
GTEX-WOFL-0726-SM-3MJG4	Thyroid
GTEX-WOFL-0826-SM-3MJG1	Breast - Mammary Tissue
GTEX-WOFL-1226-SM-4OOST	Heart - Atrial Appendage
GTEX-WOFM-0001-SM-4OOT2	Cells - EBV-transformed lymphocytes
GTEX-WOFM-0005-SM-3MJF3	Whole Blood
GTEX-WOFM-0008-SM-4OOSY	Cells - Cultured fibroblasts
GTEX-WOFM-0126-SM-3MJFE	Lung
GTEX-WOFM-0326-SM-4OOSL	Prostate
GTEX-WOFM-0526-SM-4OOS2	Esophagus - Muscularis
GTEX-WOFM-0626-SM-4OOS3	Esophagus - Mucosa
GTEX-WOFM-0726-SM-3MJF8	Adipose - Visceral (Omentum)
GTEX-WOFM-1126-SM-4OOSB	Testis
GTEX-WOFM-1326-SM-3MJFR	Muscle - Skeletal
GTEX-WOFM-1626-SM-3MJFX	Nerve - Tibial
GTEX-WOFM-1726-SM-3MJFA	Artery - Tibial
GTEX-WOFM-1926-SM-4OOSP	Colon - Sigmoid
GTEX-WOFM-2026-SM-4OOSQ	Colon - Transverse
GTEX-WOFM-2126-SM-4OOSR	Minor Salivary Gland
GTEX-WQUQ-0006-SM-3MJF4	Whole Blood
GTEX-WQUQ-0008-SM-4OOT1	Cells - Cultured fibroblasts
GTEX-WQUQ-0126-SM-4OOSS	Adrenal Gland
GTEX-WQUQ-0326-SM-EWRM7	Testis
GTEX-WQUQ-0426-SM-3MJFU	Skin - Sun Exposed (Lower leg)
GTEX-WQUQ-1326-SM-3MJFF	Heart - Atrial Appendage
GTEX-WQUQ-1426-SM-3MJFD	Heart - Left Ventricle
GTEX-WQUQ-1526-SM-4OOSM	Artery - Aorta
GTEX-WQUQ-1626-SM-4OOSH	Esophagus - Mucosa
GTEX-WQUQ-1826-SM-4OOSD	Esophagus - Gastroesophageal Junction
GTEX-WQUQ-1926-SM-4OOSA	Liver
GTEX-WQUQ-2126-SM-4OOSO	Pancreas
GTEX-WQUQ-2426-SM-4MVNW	Small Intestine - Terminal Ileum
GTEX-WQUQ-2526-SM-4MVNO	Colon - Transverse
GTEX-WQUQ-2626-SM-4MVNP	Colon - Sigmoid
GTEX-WRHK-0001-SM-4WWDD	Cells - EBV-transformed lymphocytes
GTEX-WRHK-0005-SM-3MJF5	Whole Blood
GTEX-WRHK-0008-SM-4MVPA	Cells - Cultured fibroblasts
GTEX-WRHK-0226-SM-4MVOH	Pancreas
GTEX-WRHK-0426-SM-4MVOG	Esophagus - Muscularis
GTEX-WRHK-0526-SM-4MVOF	Esophagus - Mucosa
GTEX-WRHK-0626-SM-4MVOE	Stomach
GTEX-WRHK-0826-SM-3MJFG	Adipose - Visceral (Omentum)
GTEX-WRHK-1026-SM-4MVOD	Small Intestine - Terminal Ileum
GTEX-WRHK-1126-SM-4MVOJ	Colon - Sigmoid
GTEX-WRHK-1426-SM-3MJF9	Skin - Sun Exposed (Lower leg)
GTEX-WRHK-1626-SM-3MJFH	Muscle - Skeletal
GTEX-WRHK-1726-SM-3MJFK	Artery - Tibial
GTEX-WRHU-0006-SM-3MJF6	Whole Blood
GTEX-WRHU-0008-SM-4MVPB	Cells - Cultured fibroblasts
GTEX-WRHU-0226-SM-3MJFV	Lung
GTEX-WRHU-0326-SM-3MJFY	Breast - Mammary Tissue
GTEX-WRHU-0626-SM-3MJFI	Nerve - Tibial
GTEX-WRHU-0726-SM-3MJFL	Artery - Tibial
GTEX-WRHU-0826-SM-3MJFN	Muscle - Skeletal
GTEX-WRHU-0926-SM-4E3IG	Thyroid
GTEX-WRHU-1026-SM-4E3ID	Heart - Atrial Appendage
GTEX-WRHU-1126-SM-4E3I1	Artery - Coronary
GTEX-WRHU-1226-SM-4E3IJ	Heart - Left Ventricle
GTEX-WRHU-1326-SM-4E3K7	Artery - Aorta
GTEX-WRHU-2826-SM-3MJG8	Skin - Not Sun Exposed (Suprapubic)
GTEX-WRHU-2926-SM-4MVNQ	Vagina
GTEX-WVJS-0008-SM-4MVPC	Cells - Cultured fibroblasts
GTEX-WVJS-0126-SM-4MVOT	Skin - Sun Exposed (Lower leg)
GTEX-WVJS-0226-SM-4MVOU	Adipose - Subcutaneous
GTEX-WVJS-0826-SM-4MVNR	Lung
GTEX-WVJS-2426-SM-EZ6LI	Colon - Transverse
GTEX-WVLH-0006-SM-3MJF7	Whole Blood
GTEX-WVLH-0008-SM-4MVPD	Cells - Cultured fibroblasts
GTEX-WVLH-0011-R10A-SM-3MJFM	Brain - Frontal Cortex (BA9)
GTEX-WVLH-0011-R11A-SM-3MJFO	Brain - Cerebellar Hemisphere
GTEX-WVLH-0011-R1A-SM-4MVOK	Brain - Hippocampus
GTEX-WVLH-0011-R4A-SM-3MJFS	Brain - Amygdala
GTEX-WVLH-0011-R5A-SM-3MJFW	Brain - Caudate (basal ganglia)
GTEX-WVLH-0011-R6A-SM-3MJFZ	Brain - Nucleus accumbens (basal ganglia)
GTEX-WVLH-0011-R7A-SM-3MJFB	Brain - Putamen (basal ganglia)
GTEX-WVLH-0011-R8A-SM-3MJFC	Brain - Hypothalamus
GTEX-WVLH-0226-SM-3MJG6	Adipose - Subcutaneous
GTEX-WVLH-0526-SM-EYYWC	Nerve - Tibial
GTEX-WVLH-0626-SM-3MJG7	Thyroid
GTEX-WVLH-1426-SM-4MVNX	Esophagus - Mucosa
GTEX-WVLH-1526-SM-4MVOC	Esophagus - Gastroesophageal Junction
GTEX-WVLH-1626-SM-EXURN	Adipose - Visceral (Omentum)
GTEX-WVLH-2126-SM-EYYWD	Liver
GTEX-WVLH-2626-SM-4MVNV	Testis
GTEX-WVLH-2926-SM-3MJG5	Brain - Cerebellum
GTEX-WVLH-3026-SM-3MJG9	Brain - Cortex
GTEX-WVLH-3126-SM-3MJGA	Pituitary
GTEX-WWTW-0002-SM-4MVNH	Cells - EBV-transformed lymphocytes
GTEX-WWTW-0008-SM-4MVPE	Cells - Cultured fibroblasts
GTEX-WWTW-0626-SM-4MVNS	Muscle - Skeletal
GTEX-WWTW-1326-SM-4MVNT	Adipose - Visceral (Omentum)
GTEX-WWYW-0005-SM-3NB3K	Whole Blood
GTEX-WWYW-0008-SM-4MVPF	Cells - Cultured fibroblasts
GTEX-WWYW-0011-R10A-SM-3NB35	Brain - Frontal Cortex (BA9)
GTEX-WWYW-0011-R11A-SM-3NB38	Brain - Cerebellar Hemisphere
GTEX-WWYW-0011-R1A-SM-3TW8G	Brain - Hippocampus
GTEX-WWYW-0011-R5A-SM-3NB3E	Brain - Caudate (basal ganglia)
GTEX-WWYW-0011-R6A-SM-3NB3G	Brain - Nucleus accumbens (basal ganglia)
GTEX-WWYW-0011-R7A-SM-3NB3H	Brain - Putamen (basal ganglia)
GTEX-WWYW-0011-R8A-SM-3NB3S	Brain - Hypothalamus
GTEX-WWYW-0426-SM-3NB31	Artery - Tibial
GTEX-WWYW-0526-SM-3NB2W	Muscle - Skeletal
GTEX-WWYW-0826-SM-3NB2X	Thyroid
GTEX-WWYW-0926-SM-3NB2Z	Lung
GTEX-WWYW-1126-SM-3NB2Q	Heart - Atrial Appendage
GTEX-WWYW-1326-SM-3NB2S	Heart - Left Ventricle
GTEX-WWYW-2726-SM-4MVOP	Ovary
GTEX-WWYW-2826-SM-4MVOQ	Uterus
GTEX-WWYW-3026-SM-3NB36	Brain - Cerebellum
GTEX-WWYW-3126-SM-3NB39	Brain - Cortex
GTEX-WWYW-3226-SM-3NB3B	Pituitary
GTEX-WXYG-0004-SM-4MVOS	Cells - EBV-transformed lymphocytes
GTEX-WXYG-0005-SM-3NB3M	Whole Blood
GTEX-WXYG-0008-SM-4ONDU	Cells - Cultured fibroblasts
GTEX-WXYG-0126-SM-4OND7	Spleen
GTEX-WXYG-0226-SM-3NB2Y	Thyroid
GTEX-WXYG-0826-SM-4ONC7	Pancreas
GTEX-WXYG-0926-SM-3NB2O	Adipose - Visceral (Omentum)
GTEX-WXYG-1026-SM-4ONCD	Esophagus - Gastroesophageal Junction
GTEX-WXYG-1126-SM-4ONCH	Esophagus - Muscularis
GTEX-WXYG-1226-SM-4ONCJ	Esophagus - Mucosa
GTEX-WXYG-1326-SM-4ONCN	Uterus
GTEX-WXYG-1426-SM-4ONCK	Ovary
GTEX-WXYG-1626-SM-4ONCR	Stomach
GTEX-WXYG-1726-SM-4ONCU	Colon - Sigmoid
GTEX-WXYG-2026-SM-4E3IY	Skin - Not Sun Exposed (Suprapubic)
GTEX-WXYG-2226-SM-4E3IM	Breast - Mammary Tissue
GTEX-WXYG-2326-SM-4E3I6	Skin - Sun Exposed (Lower leg)
GTEX-WXYG-2526-SM-3NB3F	Muscle - Skeletal
GTEX-WXYG-2626-SM-EVYAI	Nerve - Tibial
GTEX-WXYG-2726-SM-EZ6KR	Artery - Tibial
GTEX-WY7C-0004-SM-4ONDS	Cells - EBV-transformed lymphocytes
GTEX-WY7C-0006-SM-3NB3L	Whole Blood
GTEX-WY7C-0008-SM-4ONDW	Cells - Cultured fibroblasts
GTEX-WY7C-0126-SM-4ONCO	Spleen
GTEX-WY7C-0226-SM-3NB37	Thyroid
GTEX-WY7C-0326-SM-4OND5	Adrenal Gland
GTEX-WY7C-0426-SM-3NB3C	Lung
GTEX-WY7C-0526-SM-3NB3D	Heart - Left Ventricle
GTEX-WY7C-0626-SM-4ONCT	Artery - Aorta
GTEX-WY7C-0726-SM-4ONCB	Liver
GTEX-WY7C-0826-SM-4ONCG	Esophagus - Gastroesophageal Junction
GTEX-WY7C-0926-SM-3NB34	Adipose - Visceral (Omentum)
GTEX-WY7C-1026-SM-4OND3	Pancreas
GTEX-WY7C-1126-SM-3NB3A	Heart - Atrial Appendage
GTEX-WY7C-1326-SM-4ONCX	Esophagus - Muscularis
GTEX-WY7C-1426-SM-4OND1	Minor Salivary Gland
GTEX-WY7C-1526-SM-4OND2	Artery - Coronary
GTEX-WY7C-1626-SM-4ONC8	Colon - Transverse
GTEX-WY7C-1726-SM-4ONCC	Stomach
GTEX-WY7C-1826-SM-4ONCE	Small Intestine - Terminal Ileum
GTEX-WY7C-1926-SM-4ONCI	Colon - Sigmoid
GTEX-WY7C-2026-SM-4ONCM	Prostate
GTEX-WY7C-2126-SM-3NB2R	Skin - Not Sun Exposed (Suprapubic)
GTEX-WY7C-2226-SM-4ONCS	Testis
GTEX-WY7C-2326-SM-3NB2U	Skin - Sun Exposed (Lower leg)
GTEX-WY7C-2426-SM-3NB2V	Adipose - Subcutaneous
GTEX-WY7C-2526-SM-3NB2N	Muscle - Skeletal
GTEX-WY7C-2626-SM-3NB2P	Nerve - Tibial
GTEX-WY7C-2726-SM-3NB3P	Breast - Mammary Tissue
GTEX-WY7C-2826-SM-3NB3Q	Artery - Tibial
GTEX-WYBS-0005-SM-4ONDR	Whole Blood
GTEX-WYBS-0008-SM-4ONDX	Cells - Cultured fibroblasts
GTEX-WYBS-0326-SM-3NM8S	Nerve - Tibial
GTEX-WYBS-0426-SM-3NM9M	Artery - Tibial
GTEX-WYBS-0626-SM-3NMAS	Skin - Not Sun Exposed (Suprapubic)
GTEX-WYBS-0926-SM-3NM94	Breast - Mammary Tissue
GTEX-WYBS-1026-SM-4ONCY	Adipose - Visceral (Omentum)
GTEX-WYBS-1126-SM-3NMAM	Lung
GTEX-WYBS-1226-SM-3NM9N	Heart - Atrial Appendage
GTEX-WYBS-1626-SM-4ONCA	Esophagus - Gastroesophageal Junction
GTEX-WYBS-1926-SM-3NM8N	Thyroid
GTEX-WYBS-2426-SM-4ONDI	Ovary
GTEX-WYJK-0005-SM-3NMA1	Whole Blood
GTEX-WYJK-0008-SM-4ONDV	Cells - Cultured fibroblasts
GTEX-WYJK-0126-SM-3NMAB	Skin - Sun Exposed (Lower leg)
GTEX-WYJK-0226-SM-EYYV8	Adipose - Subcutaneous
GTEX-WYJK-0326-SM-3NMA8	Nerve - Tibial
GTEX-WYJK-0426-SM-3NM9G	Artery - Tibial
GTEX-WYJK-0526-SM-3NM8Z	Skin - Not Sun Exposed (Suprapubic)
GTEX-WYJK-0626-SM-4ONCZ	Prostate
GTEX-WYJK-0726-SM-4ONC9	Spleen
GTEX-WYJK-0826-SM-3NM8Y	Lung
GTEX-WYJK-0926-SM-4ONCF	Artery - Coronary
GTEX-WYJK-1026-SM-3NM8W	Heart - Left Ventricle
GTEX-WYJK-1126-SM-3NM9Z	Heart - Atrial Appendage
GTEX-WYJK-1226-SM-4ONCP	Artery - Aorta
GTEX-WYJK-1326-SM-3NB2T	Breast - Mammary Tissue
GTEX-WYJK-1426-SM-3NM8V	Adipose - Visceral (Omentum)
GTEX-WYJK-1526-SM-4ONCW	Small Intestine - Terminal Ileum
GTEX-WYJK-1626-SM-3NM9J	Thyroid
GTEX-WYJK-1726-SM-3NM9U	Muscle - Skeletal
GTEX-WYJK-1826-SM-4ONDM	Testis
GTEX-WYJK-1926-SM-4ONDP	Esophagus - Mucosa
GTEX-WYJK-2026-SM-4ONDE	Esophagus - Muscularis
GTEX-WYJK-2126-SM-4ONDG	Esophagus - Gastroesophageal Junction
GTEX-WYJK-2226-SM-4ONDJ	Colon - Transverse
GTEX-WYJK-2326-SM-4ONDN	Colon - Sigmoid
GTEX-WYJK-2426-SM-4ONDQ	Pancreas
